,$\mathcal{HU}_p$,investment,tick
0,0.0005384913302702454,0.51,0
1,0.000549261158798952,0.51,1
2,0.0005602463866894821,0.51,2
3,0.0005714513079791782,0.51,3
4,0.000582880345809791,0.51,4
5,0.0005945379493849959,0.51,5
6,0.0006064287073211114,0.51,6
7,0.0006185572819056898,0.51,7
8,0.0006309284265133808,0.51,8
9,0.0006435469994657193,0.51,9
10,0.0006564179302804014,0.51,10
11,0.0006695462910613596,0.51,11
12,0.000682937217804849,0.51,12
13,0.0006965959670851522,0.51,13
14,0.0007105278878910122,0.51,14
15,0.0007247384342370306,0.51,15
16,0.0007392332145501939,0.51,16
17,0.0007540178742556151,0.51,17
18,0.0007690982114806329,0.51,18
19,0.0007844801789999667,0.51,19
20,0.0008001697905702527,0.51,20
21,0.0008161731957894281,0.51,21
22,0.0008324966556778376,0.51,22
23,0.0008491465854256787,0.51,23
24,0.0008661295283813985,0.51,24
25,0.0008834521197965891,0.51,25
26,0.0009011211490847514,0.51,26
27,0.0009191435802605024,0.51,27
28,0.0009375264393431029,0.51,28
29,0.0009562769673757249,0.51,29
30,0.0009754025200054008,0.51,30
31,0.0009949105727707693,0.51,31
32,0.0010148087712015586,0.51,32
33,0.0010351049593540038,0.51,33
34,0.0010558070529322783,0.51,34
35,0.0010769231744308528,0.51,35
36,0.0010984616501853077,0.51,36
37,0.00112043089502995,0.51,37
38,0.0011428395145664987,0.51,38
39,0.0011656962986352987,0.51,39
40,0.0011890101982427934,0.51,40
41,0.0012127904282012792,0.51,41
42,0.0012370462179786905,0.51,42
43,0.0012617871287950036,0.51,43
44,0.001287022896220943,0.51,44
45,0.001312763364015951,0.51,45
46,0.001339018611105741,0.51,46
47,0.0013657989641190796,0.51,47
48,0.0013931149616977394,0.51,48
49,0.0014209772665493294,0.51,49
50,0.0014493968172470506,0.51,50
51,0.0014783847508805365,0.51,51
52,0.0015079524542240801,0.51,52
53,0.0015381115018943423,0.51,53
54,0.001568873722384454,0.51,54
55,0.0016002512009714441,0.51,55
56,0.0016322562384865113,0.51,56
57,0.0016649013577560152,0.51,57
58,0.001698199370281345,0.51,58
59,0.0017321633793837394,0.51,59
60,0.0017668066459161809,0.51,60
61,0.0018021427731448813,0.51,61
62,0.0018381855913119497,0.51,62
63,0.0018749493295420483,0.51,63
64,0.0019124482938386973,0.51,64
65,0.00195069730144639,0.51,65
66,0.0019897112253946868,0.51,66
67,0.0020295054682672588,0.51,67
68,0.0020700955794384175,0.51,68
69,0.002111497479822328,0.51,69
70,0.0021537274221462037,0.51,70
71,0.0021968019179871147,0.51,71
72,0.002240737953495932,0.51,72
73,0.0022855527647685863,0.51,73
74,0.0023312637749934167,0.51,74
75,0.0023778890337254914,0.51,75
76,0.0024254468296022163,0.51,76
77,0.002473955795352102,0.51,77
78,0.002523434937293958,0.51,78
79,0.00257390364114622,0.51,79
80,0.002625381664892478,0.51,80
81,0.002677889289686323,0.51,81
82,0.002731447107460909,0.51,82
83,0.0027860759880617737,0.51,83
84,0.002841797519368364,0.51,84
85,0.002898633528323741,0.51,85
86,0.002956606163648801,0.51,86
87,0.0030157382916579695,0.51,87
88,0.0030760530956066806,0.51,88
89,0.003137574114022312,0.51,89
90,0.0032003256567279255,0.51,90
91,0.003264332159614816,0.51,91
92,0.003329618739517426,0.51,92
93,0.0033962111359643822,0.51,93
94,0.003464135385456409,0.51,94
95,0.0035334181039731716,0.51,95
96,0.0036040864824202377,0.51,96
97,0.0036761681038051546,0.51,97
98,0.003749691456991437,0.51,98
99,0.00382468535056208,0.51,99
100,0.0039011790635964678,0.51,100
101,0.003979202576273775,0.51,101
102,0.004058786690745634,0.51,102
103,0.004139962417743949,0.51,103
104,0.00422276168790795,0.51,104
105,0.004307216865293059,0.51,105
106,0.0043933611726273475,0.51,106
107,0.004481228375502294,0.51,107
108,0.004570853059054284,0.51,108
109,0.004662270033382928,0.51,109
110,0.004755515363168467,0.51,110
111,0.004850625679321231,0.51,111
112,0.004947638355361973,0.51,112
113,0.005046591084042017,0.51,113
114,0.005147522849181814,0.51,114
115,0.005250473253226781,0.51,115
116,0.00535548266316676,0.51,116
117,0.005462592365541161,0.51,117
118,0.005571844098202512,0.51,118
119,0.0056832809712189895,0.51,119
120,0.005796946801902337,0.51,120
121,0.005912885494799877,0.51,121
122,0.006031143396172977,0.51,122
123,0.006151766273815637,0.51,123
124,0.006274801665254854,0.51,124
125,0.00640029765062016,0.51,125
126,0.006528303684133544,0.51,126
127,0.006658869546800067,0.51,127
128,0.006792047153944265,0.51,128
129,0.0069278876562512085,0.51,129
130,0.007066445868420434,0.51,130
131,0.007207774461256541,0.51,131
132,0.007351930057594192,0.51,132
133,0.007498968805092052,0.51,133
134,0.007648948020595971,0.51,134
135,0.0078019269782539005,0.51,135
136,0.007957965519132568,0.51,136
137,0.00811712443719787,0.51,137
138,0.008279467447690848,0.51,138
139,0.008445056854471951,0.51,139
140,0.008613957989094744,0.51,140
141,0.008786237111111789,0.51,141
142,0.008961961772652075,0.51,142
143,0.009141200853080522,0.51,143
144,0.009324025060792678,0.51,144
145,0.009510505289606242,0.51,145
146,0.009700715459600506,0.51,146
147,0.009894729826294536,0.51,147
148,0.010092624226808677,0.51,148
149,0.010294477091160117,0.51,149
150,0.010500366401186106,0.51,150
151,0.010710373808387767,0.51,151
152,0.010924581175498455,0.51,152
153,0.011143072786062212,0.51,153
154,0.011365934225638806,0.51,154
155,0.011593252535295896,0.51,155
156,0.011825118207673829,0.51,156
157,0.012061620639629688,0.51,157
158,0.012302852228563133,0.51,158
159,0.01254890928966399,0.51,159
160,0.012799887540297402,0.51,160
161,0.013055885911383834,0.51,161
162,0.013317003424067124,0.51,162
163,0.013583343503105685,0.51,163
164,0.013855010340486437,0.51,164
165,0.014132110463177675,0.51,165
166,0.014414752916521782,0.51,166
167,0.014703047407955203,0.51,167
168,0.014997108246380954,0.51,168
169,0.015297049977557731,0.51,169
170,0.015602990921139943,0.51,170
171,0.015915051848228595,0.51,171
172,0.016233353033140895,0.51,172
173,0.01655801916480948,0.51,173
174,0.016889179781266386,0.51,174
175,0.01722696358191657,0.51,175
176,0.01757150250999515,0.51,176
177,0.017922931752678187,0.51,177
178,0.01828139019179401,0.51,178
179,0.018647018388364002,0.51,179
180,0.019019960273873787,0.51,180
181,0.0194003573118007,0.51,181
182,0.01978836537309234,0.51,182
183,0.020184133810225695,0.51,183
184,0.020587816384209277,0.51,184
185,0.020999572857041397,0.51,185
186,0.021419564303290655,0.51,186
187,0.02184795509784025,0.51,187
188,0.022284914816933017,0.51,188
189,0.02273061159979776,0.51,189
190,0.023185221999200832,0.51,190
191,0.023648928350730042,0.51,191
192,0.024121907643698762,0.51,192
193,0.02460434605927165,0.51,193
194,0.02509643205854186,0.51,194
195,0.02559835988852891,0.51,195
196,0.02611032707557287,0.51,196
197,0.026632533865092664,0.51,197
198,0.027165185863841344,0.51,198
199,0.027708489417834117,0.51,199
200,0.02826265840937603,0.51,200
201,0.028827911216727314,0.51,201
202,0.02940446652729015,0.51,202
203,0.029992558863410585,0.51,203
204,0.03059240827509718,0.51,204
205,0.031204257437137856,0.51,205
206,0.031828342219927266,0.51,206
207,0.03246490878250455,0.51,207
208,0.03311420570902797,0.51,208
209,0.03377649115423245,0.51,209
210,0.03445202289578065,0.51,210
211,0.03514105945783717,0.51,211
212,0.03584388067917473,0.51,212
213,0.03656076222171362,0.51,213
214,0.03729197007639501,0.51,214
215,0.03803781417787964,0.51,215
216,0.03879856861091232,0.51,216
217,0.03957454033238996,0.51,217
218,0.04036602940610705,0.51,218
219,0.04117335199116887,0.51,219
220,0.04199681829266418,0.51,220
221,0.04283675680728621,0.51,221
222,0.04369348428985451,0.51,222
223,0.04456735930671513,0.51,223
224,0.04545870235594714,0.51,224
225,0.046367875143073035,0.51,225
226,0.0472952329155712,0.51,226
227,0.048241136363589024,0.51,227
228,0.04920597036706978,0.51,228
229,0.0501900794175708,0.51,229
230,0.05119388500297096,0.51,230
231,0.052217767749440494,0.51,231
232,0.0532621155243273,0.51,232
233,0.054327361147046865,0.51,233
234,0.05541390998232387,0.51,234
235,0.056522187494021686,0.51,235
236,0.05765262871293038,0.51,236
237,0.058805668030399307,0.51,237
238,0.05998179940541982,0.51,238
239,0.06118142664900171,0.51,239
240,0.062405053024964505,0.51,240
241,0.06365314542884551,0.51,241
242,0.06492621937765475,0.51,242
243,0.06622475504927275,0.51,243
244,0.06754924327308666,0.51,244
245,0.06890023493793954,0.51,245
246,0.07027822080093614,0.51,246
247,0.07168379778723169,0.51,247
248,0.07311746642806324,0.51,248
249,0.07457981780856096,0.51,249
250,0.07607139212055741,0.51,250
251,0.07759283033699833,0.51,251
252,0.0791446967087096,0.51,252
253,0.08072758084455801,0.51,253
254,0.08234214176559146,0.51,254
255,0.08398899390214183,0.51,255
256,0.08566876801417965,0.51,256
257,0.0873821494116563,0.51,257
258,0.08912978072441538,0.51,258
259,0.09091235259645311,0.51,259
260,0.0927306271244897,0.51,260
261,0.09458522125309349,0.51,261
262,0.09647691228846356,0.51,262
263,0.09840646363029396,0.51,263
264,0.10037460877642305,0.51,264
265,0.10238208320720472,0.51,265
266,0.10442971817626781,0.51,266
267,0.10651829575512221,0.51,267
268,0.1086486744796814,0.51,268
269,0.11082161536466179,0.51,269
270,0.11303810782430451,0.51,270
271,0.1152988480183073,0.51,271
272,0.11760483764314933,0.51,272
273,0.1199569295988403,0.51,273
274,0.12235605086367672,0.51,274
275,0.12480315879155533,0.51,275
276,0.12729919817741192,0.51,276
277,0.12984523345243623,0.51,277
278,0.13244216009258375,0.51,278
279,0.1350910141295385,0.51,279
280,0.13779283091508437,0.51,280
281,0.14054865889378976,0.51,281
282,0.14335953893998762,0.51,282
283,0.14622682338101275,0.51,283
284,0.14915133000756145,0.51,284
285,0.15213439261288125,0.51,285
286,0.15517707234891642,0.51,286
287,0.158280568494479,0.51,287
288,0.1614462491223042,0.51,288
289,0.16467506432904774,0.51,289
290,0.1679685760238695,0.51,290
291,0.17132804681616887,0.51,291
292,0.174754426256521,0.51,292
293,0.17824951651510232,0.51,293
294,0.18181457057839606,0.51,294
295,0.18545092946079308,0.51,295
296,0.1891598415968591,0.51,296
297,0.19294315140595117,0.51,297
298,0.19680189920575458,0.51,298
299,0.20073808025649748,0.51,299
300,0.2047526617808682,0.51,300
301,0.20884769191280886,0.51,301
302,0.21302471717305851,0.51,302
303,0.21728536696123568,0.51,303
304,0.22163104087268834,0.51,304
305,0.2260636724588273,0.51,305
306,0.23058464612141744,0.51,306
307,0.23519645083108817,0.51,307
308,0.23990058078532808,0.51,308
309,0.24469855065919524,0.51,309
310,0.24959254037773917,0.51,310
311,0.25458419025815987,0.51,311
312,0.25967603468000855,0.51,312
313,0.26486944312228605,0.51,313
314,0.2701668717151138,0.51,314
315,0.2755694088490129,0.51,315
316,0.28108066005701426,0.51,316
317,0.2867017472201519,0.51,317
318,0.29243568029514255,0.51,318
319,0.2982837254969184,0.51,319
320,0.30424926813374575,0.51,320
321,0.31033383914347246,0.51,321
322,0.31653956973801217,0.51,322
323,0.32287039198502954,0.51,323
324,0.3293273934751313,0.51,324
325,0.3359135833038244,0.51,325
326,0.34263134143761365,0.51,326
327,0.34948348975516397,0.51,327
328,0.3564724909343734,0.51,328
329,0.3636015267820494,0.51,329
330,0.3708732964223188,0.51,330
331,0.37829024877313666,0.51,331
332,0.3858559725665824,0.51,332
333,0.3935729252769288,0.51,333
334,0.4014438438876302,0.51,334
335,0.4094717014579742,0.51,335
336,0.4176609595088345,0.51,336
337,0.42601339834760615,0.51,337
338,0.43453384396924605,0.51,338
339,0.4432234623259783,0.51,339
340,0.4520874141910849,0.51,340
341,0.4611291041357276,0.51,341
342,0.47035152582905954,0.51,342
343,0.47975884785277867,0.51,343
344,0.4893527866512099,0.51,344
345,0.4991402608493685,0.51,345
346,0.5091212393906462,0.51,346
347,0.5193042117466544,0.51,347
348,0.5296896480631742,0.51,348
349,0.540282735765709,0.51,349
350,0.551090220369314,0.51,350
351,0.5621133964786581,0.51,351
352,0.5733574262833939,0.51,352
353,0.5848256118674205,0.51,353
354,0.5965235249395431,0.51,354
355,0.6084547451792978,0.51,355
356,0.6206253326446038,0.51,356
357,0.6330392171643996,0.51,357
358,0.6456997564817141,0.51,358
359,0.6586160485182272,0.51,359
360,0.671789190952453,0.51,360
361,0.6852246698689857,0.51,361
362,0.698930912874459,0.51,362
363,0.7129123185962886,0.51,363
364,0.7271707563561455,0.51,364
365,0.7417134048867324,0.51,365
366,0.7565484903085217,0.51,366
367,0.7716828893864252,0.51,367
368,0.7871156210033264,0.51,368
369,0.8028616163397946,0.51,369
370,0.8189184160657845,0.51,370
371,0.8352995213950314,0.51,371
372,0.852006692112724,0.51,372
373,0.8690482590101469,0.51,373
374,0.8864307636120631,0.51,374
375,0.904159009850247,0.51,375
376,0.9222423907063597,0.51,376
377,0.9406904932385852,0.51,377
378,0.9595046299134848,0.51,378
379,0.9786938667411632,0.51,379
380,0.998270305436682,0.51,380
381,0.999993624744,0.51,381
382,0.0005384913302702454,0.52,0
383,0.0005600309832628174,0.52,1
384,0.000582432222587079,0.52,2
385,0.0006057295149193803,0.52,3
386,0.0006299587004186313,0.52,4
387,0.0006551570447004547,0.52,5
388,0.0006813633322774234,0.52,6
389,0.0007086178596054072,0.52,7
390,0.0007369625603513845,0.52,8
391,0.0007664410616920357,0.52,9
392,0.0007970987063947825,0.52,10
393,0.0008289826707967989,0.52,11
394,0.0008621419791792295,0.52,12
395,0.0008966276467061368,0.52,13
396,0.0009324927519701153,0.52,14
397,0.0009697924733383721,0.52,15
398,0.0010085841565581862,0.52,16
399,0.0010489275415613718,0.52,17
400,0.0010908846424024583,0.52,18
401,0.0011345200271295896,0.52,19
402,0.0011799008214631538,0.52,20
403,0.001227096845347352,0.52,21
404,0.001276180701171083,0.52,22
405,0.0013272279199130713,0.52,23
406,0.0013803170584880465,0.52,24
407,0.001435529738339337,0.52,25
408,0.0014929509389362944,0.52,26
409,0.0015526689616436134,0.52,27
410,0.0016147757453722508,0.52,28
411,0.0016793667513230618,0.52,29
412,0.001746541448639543,0.52,30
413,0.001816403072702959,0.52,31
414,0.0018890592014358595,0.52,32
415,0.0019646215788117357,0.52,33
416,0.0020432064287343047,0.52,34
417,0.00212493465997968,0.52,35
418,0.0022099320957586206,0.52,36
419,0.00229832938319488,0.52,37
420,0.0023902625586288088,0.52,38
421,0.002485873011527578,0.52,39
422,0.0025853078878626335,0.52,40
423,0.0026887202337072093,0.52,41
424,0.0027962690586050055,0.52,42
425,0.0029081197457756034,0.52,43
426,0.003024444595556547,0.52,44
427,0.0031454224161009707,0.52,45
428,0.003271239251353393,0.52,46
429,0.003402088850356581,0.52,47
430,0.0035381723591238253,0.52,48
431,0.0036796993058812984,0.52,49
432,0.0038268872660437627,0.52,50
433,0.003979962741772132,0.52,51
434,0.004139161302909722,0.52,52
435,0.004304727779548889,0.52,53
436,0.004476916819604121,0.52,54
437,0.004655993554251519,0.52,55
438,0.004842233173924828,0.52,56
439,0.005035922617689766,0.52,57
440,0.0052373593864258805,0.52,58
441,0.005446853740609785,0.52,59
442,0.0056647279986915995,0.52,60
443,0.005891317151609843,0.52,61
444,0.006126969766075468,0.52,62
445,0.006372048590931708,0.52,63
446,0.006626930403021607,0.52,64
447,0.006892007705354433,0.52,65
448,0.007167687817774431,0.52,66
449,0.007454395497480689,0.52,67
450,0.007752570901043537,0.52,68
451,0.008062673765521467,0.52,69
452,0.008385181037473436,0.52,70
453,0.008720588047415094,0.52,71
454,0.00906941194158636,0.52,72
455,0.009432188100796797,0.52,73
456,0.009809475591803509,0.52,74
457,0.010201854937874615,0.52,75
458,0.010609928748415327,0.52,76
459,0.01103432593343036,0.52,77
460,0.011475699058114805,0.52,78
461,0.011934726861619716,0.52,79
462,0.012412116143368606,0.52,80
463,0.012908600457360628,0.52,81
464,0.01342494437018405,0.52,82
465,0.013961942858209604,0.52,83
466,0.014520419474798672,0.52,84
467,0.015101236159111053,0.52,85
468,0.01570528615616616,0.52,86
469,0.016333497341352303,0.52,87
470,0.016986838091853855,0.52,88
471,0.01766631004913031,0.52,89
472,0.018372962980589234,0.52,90
473,0.019107882030244498,0.52,91
474,0.019872196603494548,0.52,92
475,0.0206670832888079,0.52,93
476,0.02149376812865419,0.52,94
477,0.022353519736014064,0.52,95
478,0.023247660041257747,0.52,96
479,0.02417756477557198,0.52,97
480,0.02514466833648501,0.52,98
481,0.026150454003164868,0.52,99
482,0.02719647266820364,0.52,100
483,0.028284330644350347,0.52,101
484,0.029415704896965607,0.52,102
485,0.03059233245037469,0.52,103
486,0.03181602308164876,0.52,104
487,0.03308866620288499,0.52,105
488,0.034412209450921466,0.52,106
489,0.035788700051203534,0.52,107
490,0.037220245502899915,0.52,108
491,0.038709054021545515,0.52,109
492,0.0402574213121696,0.52,110
493,0.04186771005461266,0.52,111
494,0.043542422650139107,0.52,112
495,0.04528411908070834,0.52,113
496,0.047095490955295444,0.52,114
497,0.0489793041877254,0.52,115
498,0.050938481586158525,0.52,116
499,0.052976016108362445,0.52,117
500,0.055095044481642305,0.52,118
501,0.05729885098983598,0.52,119
502,0.05959080528241427,0.52,120
503,0.061974429808448146,0.52,121
504,0.06445341963390416,0.52,122
505,0.067031554857342,0.52,123
506,0.06971279621362723,0.52,124
507,0.07250133409841178,0.52,125
508,0.07540138716117856,0.52,126
509,0.07841744281379177,0.52,127
510,0.08155411076221598,0.52,128
511,0.08481630178554951,0.52,129
512,0.08820893526672655,0.52,130
513,0.09173731882799134,0.52,131
514,0.09540678792683309,0.52,132
515,0.09922307828643588,0.52,133
516,0.10319197189656601,0.52,134
517,0.10731966679236309,0.52,135
518,0.11161245802201376,0.52,136
519,0.1160769142390971,0.52,137
520,0.12071995839715555,0.52,138
521,0.12554876566830775,0.52,139
522,0.1305707479923111,0.52,140
523,0.1357936193560538,0.52,141
524,0.14122525086511256,0.52,142
525,0.14687434718194156,0.52,143
526,0.15274932491675888,0.52,144
527,0.15885928093409984,0.52,145
528,0.16521359695127866,0.52,146
529,0.17182220531953427,0.52,147
530,0.17869510679443687,0.52,148
531,0.18584273709910246,0.52,149
532,0.19327649771605376,0.52,150
533,0.20100763384884013,0.52,151
534,0.20904792676933448,0.52,152
535,0.21740966474953893,0.52,153
536,0.22610631118446234,0.52,154
537,0.23515044978768287,0.52,155
538,0.24455640085409522,0.52,156
539,0.25433882045226824,0.52,157
540,0.264512000229966,0.52,158
541,0.2750923167092041,0.52,159
542,0.2860952770889505,0.52,160
543,0.2975379724762637,0.52,161
544,0.30943866161651773,0.52,162
545,0.32181578658065885,0.52,163
546,0.33468737143544286,0.52,164
547,0.34807399362197294,0.52,165
548,0.36199623662671787,0.52,166
549,0.3764747844947368,0.52,167
550,0.39153291077834534,0.52,168
551,0.4071936529016477,0.52,169
552,0.42348102186577125,0.52,170
553,0.4404196635529532,0.52,171
554,0.45803511360889504,0.52,172
555,0.47635555951380454,0.52,173
556,0.495409533597576,0.52,174
557,0.5152245741957898,0.52,175
558,0.5358331171159618,0.52,176
559,0.5572674316179428,0.52,177
560,0.579561674909335,0.52,178
561,0.6027467932550946,0.52,179
562,0.6268574290492633,0.52,180
563,0.6519343734976233,0.52,181
564,0.6780152489200091,0.52,182
565,0.7051355107538224,0.52,183
566,0.733346256140007,0.52,184
567,0.7626808768751707,0.52,185
568,0.7931915625919218,0.52,186
569,0.8249178993144103,0.52,187
570,0.8579204955994643,0.52,188
571,0.8922358498700719,0.52,189
572,0.927927368610474,0.52,190
573,0.9650489891246464,0.52,191
574,0.999993624744,0.52,192
575,0.0005384913302702454,0.55,0
576,0.0005923404700920882,0.55,1
577,0.0006515745095283023,0.55,2
578,0.0007167319552582877,0.55,3
579,0.0007884051454076271,0.55,4
580,0.0008672456704932414,0.55,5
581,0.0009539702383955489,0.55,6
582,0.0010493672571516327,0.55,7
583,0.0011543039749211258,0.55,8
584,0.0012697343895560179,0.55,9
585,0.0013967078360167895,0.55,10
586,0.0015363786012046723,0.55,11
587,0.001690016459627957,0.55,12
588,0.0018590181063067091,0.55,13
589,0.0020449198676379962,0.55,14
590,0.002249411920625672,0.55,15
591,0.0024743531154700466,0.55,16
592,0.0027217884056353176,0.55,17
593,0.002993967211452497,0.55,18
594,0.003293363949181119,0.55,19
595,0.0036227003251557404,0.55,20
596,0.00398497040791899,0.55,21
597,0.0043834673906232345,0.55,22
598,0.004821813993569206,0.55,23
599,0.0053039954374448275,0.55,24
600,0.005834395101735906,0.55,25
601,0.006417834564644148,0.55,26
602,0.007059617738662638,0.55,27
603,0.007765579308624282,0.55,28
604,0.00854213752402587,0.55,29
605,0.009396351158562168,0.55,30
606,0.010335986523555706,0.55,31
607,0.011369584899593967,0.55,32
608,0.012506543434169902,0.55,33
609,0.013757197634308965,0.55,34
610,0.015132917427798945,0.55,35
611,0.016646208545568322,0.55,36
612,0.018310829552467274,0.55,37
613,0.02014191240141058,0.55,38
614,0.02215610238978362,0.55,39
615,0.02437171376609494,0.55,40
616,0.026808883386522594,0.55,41
617,0.02948977274331802,0.55,42
618,0.032438747069505024,0.55,43
619,0.035682622462638376,0.55,44
620,0.03925087958012997,0.55,45
621,0.04317597429734816,0.55,46
622,0.047493570754578024,0.55,47
623,0.05224291408673632,0.55,48
624,0.057467209361804675,0.55,49
625,0.06321393817691859,0.55,50
626,0.06953530963214016,0.55,51
627,0.07648884744490665,0.55,52
628,0.0841377201915805,0.55,53
629,0.09255150079054877,0.55,54
630,0.10180664248152968,0.55,55
631,0.11198732827575679,0.55,56
632,0.12318598261559678,0.55,57
633,0.13550455980671042,0.55,58
634,0.14905510922127427,0.55,59
635,0.16396058788922385,0.55,60
636,0.18035669196214849,0.55,61
637,0.1983921596384403,0.55,62
638,0.21823147602058962,0.55,63
639,0.24005448582471162,0.55,64
640,0.2640597640279169,0.55,65
641,0.2904644194664999,0.55,66
642,0.3195084745990994,0.55,67
643,0.3514577186895444,0.55,68
644,0.3866015047746939,0.55,69
645,0.42525980712955447,0.55,70
646,0.46778292895661006,0.55,71
647,0.5145590264989112,0.55,72
648,0.566018335691853,0.55,73
649,0.622624099332681,0.55,74
650,0.6848928562362505,0.55,75
651,0.753389241575268,0.55,76
652,0.8287343323550302,0.55,77
653,0.9116126785377563,0.55,78
654,0.999993624744,0.55,79
655,0.0005384913302702454,0.6,0
656,0.0006461896007052424,0.6,1
657,0.0007754275275497165,0.6,2
658,0.0009305130334295041,0.6,3
659,0.0011166156083006577,0.6,4
660,0.0013399387319067452,0.6,5
661,0.0016079264937766775,0.6,6
662,0.0019295117670082122,0.6,7
663,0.002315414131916925,0.6,8
664,0.0027784969799401794,0.6,9
665,0.0033341963361875333,0.6,10
666,0.004001035561494666,0.6,11
667,0.0048012426440082415,0.6,12
668,0.005761491129918976,0.6,13
669,0.006913789458500968,0.6,14
670,0.00829654730646442,0.6,15
671,0.009955856363957205,0.6,16
672,0.011947028011569648,0.6,17
673,0.014336433001523404,0.6,18
674,0.017203718979166654,0.6,19
675,0.02064446175297889,0.6,20
676,0.02477335520980757,0.6,21
677,0.02972802381215736,0.6,22
678,0.035673631306094127,0.6,23
679,0.04280835760631926,0.6,24
680,0.05137002011001217,0.6,25
681,0.061644027297405646,0.6,26
682,0.07397282431399452,0.6,27
683,0.08876738097199699,0.6,28
684,0.10652084711049989,0.6,29
685,0.12782499542070835,0.6,30
686,0.15338990090672122,0.6,31
687,0.18406782881202322,0.6,32
688,0.22088145501660483,0.6,33
689,0.2650575126740657,0.6,34
690,0.3180652670312223,0.6,35
691,0.38167400670707224,0.6,36
692,0.45800544904198726,0.6,37
693,0.5496041470224577,0.6,38
694,0.6595356993614231,0.6,39
695,0.7914549899794346,0.6,40
696,0.9497585534591589,0.6,41
697,0.999993624744,0.6,42
